Table;Field;Type;Null;Key;Default;Extra
"search_api_db_index_imprese_field_cognome_legale_rappresenta";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_field_cognome_legale_rappresenta";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_imprese_field_partita_iva";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_field_partita_iva";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_imprese_field_ragione_sociale_";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_field_ragione_sociale_";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_imprese_field_sito_web";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_field_sito_web";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_imprese_field_stakeholder_";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_field_stakeholder_";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_index_imprese_field_tipo_di_impresa";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_field_tipo_di_impresa";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_imprese_node_grants";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_node_grants";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_imprese_search_api_datasource";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_search_api_datasource";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_imprese_search_api_language";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_search_api_language";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_imprese_status";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_status";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_index_imprese_text";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_text";"field_name";varchar(191);"NO";"PRI";\N;""
"search_api_db_index_imprese_text";"word";varchar(50);"NO";"PRI";\N;""
"search_api_db_index_imprese_text";"score";int unsigned;"NO";"";0;""
"search_api_db_index_imprese_uid";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_uid";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_opportunity";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_opportunity";"search_api_datasource";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_opportunity";"search_api_language";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_opportunity";"field_categoria";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_opportunity";"field_superficie";float;"YES";"MUL";\N;""
"search_api_db_index_opportunity";"rendered_item";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_opportunity";"node_grants";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_opportunity";"status";tinyint;"YES";"MUL";\N;""
"search_api_db_index_opportunity";"uid";bigint;"YES";"MUL";\N;""
"search_api_db_index_opportunity";"field_citta";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_opportunity";"title";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_opportunity_field_categoria";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_opportunity_field_categoria";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_opportunity_field_superficie";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_opportunity_field_superficie";"value";float;"NO";"PRI";\N;""
"search_api_db_index_opportunity_node_grants";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_opportunity_node_grants";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_opportunity_search_api_datasource";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_opportunity_search_api_datasource";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_opportunity_search_api_language";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_opportunity_search_api_language";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_opportunity_status";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_opportunity_status";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_index_opportunity_text";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_opportunity_text";"field_name";varchar(191);"NO";"PRI";\N;""
"search_api_db_index_opportunity_text";"word";varchar(50);"NO";"PRI";\N;""
"search_api_db_index_opportunity_text";"score";int unsigned;"NO";"";0;""
"search_api_db_index_opportunity_uid";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_opportunity_uid";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_servizi";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_servizi";"field_categorie_del_servizio";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_servizi";"node_grants";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_servizi";"rendered_item";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_servizi";"status";tinyint;"YES";"MUL";\N;""
"search_api_db_index_servizi";"title";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_servizi";"uid";bigint;"YES";"MUL";\N;""
"search_api_db_index_servizi";"search_api_datasource";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_servizi";"search_api_language";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_servizi";"field_nome";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_servizi_field_categorie_del_servizio";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_servizi_field_categorie_del_servizio";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_servizi_node_grants";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_servizi_node_grants";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_servizi_search_api_datasource";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_servizi_search_api_datasource";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_servizi_search_api_language";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_servizi_search_api_language";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_servizi_status";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_servizi_status";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_index_servizi_text";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_servizi_text";"field_name";varchar(191);"NO";"PRI";\N;""
"search_api_db_index_servizi_text";"word";varchar(50);"NO";"PRI";\N;""
"search_api_db_index_servizi_text";"score";int unsigned;"NO";"";0;""
"search_api_db_index_servizi_uid";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_servizi_uid";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_spazi";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_spazi";"search_api_datasource";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_spazi";"search_api_language";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_spazi";"field_comune";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_spazi";"field_gratuito_a_pagamento";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_spazi";"field_indirizzo";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_spazi";"field_indirizzo_e_mail_di_contat";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_spazi";"field_servizi_accessori";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_spazi";"field_sito_web_spazio";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_spazi";"field_telefono_spazio";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_spazi";"field_tipologia";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_spazi";"rendered_item";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_spazi";"status";tinyint;"YES";"MUL";\N;""
"search_api_db_index_spazi";"title";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_spazi";"node_grants";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_spazi";"uid";bigint;"YES";"MUL";\N;""
"search_api_db_index_spazi";"parent";bigint;"YES";"MUL";\N;""
"search_api_db_index_spazi";"field_nome";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_spazi_node_grants";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_spazi_node_grants";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_spazi_parent";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_spazi_parent";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_spazi_search_api_datasource";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_spazi_search_api_datasource";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_spazi_search_api_language";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_spazi_search_api_language";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_spazi_status";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_spazi_status";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_index_spazi_text";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_spazi_text";"field_name";varchar(191);"NO";"PRI";\N;""
"search_api_db_index_spazi_text";"word";varchar(50);"NO";"PRI";\N;""
"search_api_db_index_spazi_text";"score";int unsigned;"NO";"";0;""
"search_api_db_index_spazi_uid";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_spazi_uid";"value";bigint;"NO";"PRI";\N;""
"search_api_db_magazine_news";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news";"search_api_datasource";varchar(255);"YES";"MUL";\N;""
"search_api_db_magazine_news";"search_api_language";varchar(255);"YES";"MUL";\N;""
"search_api_db_magazine_news";"body";varchar(30);"YES";"MUL";\N;""
"search_api_db_magazine_news";"node_grants";varchar(255);"YES";"MUL";\N;""
"search_api_db_magazine_news";"status";tinyint;"YES";"MUL";\N;""
"search_api_db_magazine_news";"uid";bigint;"YES";"MUL";\N;""
"search_api_db_magazine_news";"field_image";bigint;"YES";"MUL";\N;""
"search_api_db_magazine_news";"title";varchar(30);"YES";"MUL";\N;""
"search_api_db_magazine_news";"field_categoria_posizione";varchar(30);"YES";"MUL";\N;""
"search_api_db_magazine_news";"status_1";tinyint;"YES";"MUL";\N;""
"search_api_db_magazine_news";"end_value";bigint;"YES";"MUL";\N;""
"search_api_db_magazine_news";"field_data_inizio_e_fine_evento";bigint;"YES";"MUL";\N;""
"search_api_db_magazine_news";"rendered_item";varchar(30);"YES";"MUL";\N;""
"search_api_db_magazine_news";"field_nome";varchar(30);"YES";"MUL";\N;""
"search_api_db_magazine_news";"uid_1";bigint;"YES";"MUL";\N;""
"search_api_db_magazine_news_end_value";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news_end_value";"value";bigint;"NO";"PRI";\N;""
"search_api_db_magazine_news_field_data_inizio_e_fine_evento";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news_field_data_inizio_e_fine_evento";"value";bigint;"NO";"PRI";\N;""
"search_api_db_magazine_news_field_image";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news_field_image";"value";bigint;"NO";"PRI";\N;""
"search_api_db_magazine_news_node_grants";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news_node_grants";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_magazine_news_search_api_datasource";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news_search_api_datasource";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_magazine_news_search_api_language";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news_search_api_language";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_magazine_news_status";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news_status";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_magazine_news_status_1";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news_status_1";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_magazine_news_text";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news_text";"field_name";varchar(191);"NO";"PRI";\N;""
"search_api_db_magazine_news_text";"word";varchar(50);"NO";"PRI";\N;""
"search_api_db_magazine_news_text";"score";int unsigned;"NO";"";0;""
"search_api_db_magazine_news_uid";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news_uid";"value";bigint;"NO";"PRI";\N;""
"search_api_db_magazine_news_uid_1";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_magazine_news_uid_1";"value";bigint;"NO";"PRI";\N;""
"search_api_db_ricerca_generale";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_ricerca_generale";"search_api_datasource";varchar(255);"YES";"MUL";\N;""
"search_api_db_ricerca_generale";"search_api_language";varchar(255);"YES";"MUL";\N;""
"search_api_db_ricerca_generale";"rendered_item";varchar(30);"YES";"MUL";\N;""
"search_api_db_ricerca_generale";"title";varchar(30);"YES";"MUL";\N;""
"search_api_db_ricerca_generale";"node_grants";varchar(255);"YES";"MUL";\N;""
"search_api_db_ricerca_generale";"status";tinyint;"YES";"MUL";\N;""
"search_api_db_ricerca_generale";"uid";bigint;"YES";"MUL";\N;""
"search_api_db_ricerca_generale_node_grants";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_ricerca_generale_node_grants";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_ricerca_generale_search_api_datasource";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_ricerca_generale_search_api_datasource";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_ricerca_generale_search_api_language";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_ricerca_generale_search_api_language";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_ricerca_generale_status";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_ricerca_generale_status";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_ricerca_generale_text";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_ricerca_generale_text";"field_name";varchar(191);"NO";"PRI";\N;""
"search_api_db_ricerca_generale_text";"word";varchar(50);"NO";"PRI";\N;""
"search_api_db_ricerca_generale_text";"score";int unsigned;"NO";"";0;""
"search_api_db_ricerca_generale_uid";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_ricerca_generale_uid";"value";bigint;"NO";"PRI";\N;""
"search_api_item";"index_id";varchar(50);"NO";"PRI";\N;""
"search_api_item";"datasource";varchar(50);"NO";"";\N;""
"search_api_item";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_item";"changed";int unsigned;"NO";"";\N;""
"search_api_item";"status";int;"NO";"";\N;""
"search_api_task";"id";int unsigned;"NO";"PRI";\N;"auto_increment"
"search_api_task";"type";varchar(50);"YES";"";\N;""
"search_api_task";"server_id";varchar(50);"YES";"";\N;""
"search_api_task";"index_id";varchar(50);"YES";"";\N;""
"search_api_task";"data";longtext;"YES";"";\N;""
"search_dataset";"sid";int unsigned;"NO";"PRI";0;""
"search_dataset";"langcode";varchar(12);"NO";"PRI";;""
"search_dataset";"type";varchar(64);"NO";"PRI";\N;""
"search_dataset";"data";longtext;"NO";"";\N;""
"search_dataset";"reindex";int unsigned;"NO";"";0;""
"search_index";"word";varchar(50);"NO";"PRI";;""
"search_index";"sid";int unsigned;"NO";"PRI";0;""
"search_index";"langcode";varchar(12);"NO";"PRI";;""
"search_index";"type";varchar(64);"NO";"PRI";\N;""
"search_index";"score";float;"YES";"";\N;""
"search_total";"word";varchar(50);"NO";"PRI";;""
"search_total";"count";float;"YES";"";\N;""
"semaphore";"name";varchar(255);"NO";"PRI";;""
"semaphore";"value";varchar(255);"NO";"MUL";;""
"semaphore";"expire";double;"NO";"MUL";\N;""
"sequences";"value";int unsigned;"NO";"PRI";\N;"auto_increment"
"sessions";"uid";int unsigned;"NO";"MUL";\N;""
"sessions";"sid";varchar(128);"NO";"PRI";\N;""
"sessions";"hostname";varchar(128);"NO";"";;""
"sessions";"timestamp";int;"NO";"MUL";0;""
"sessions";"session";longblob;"YES";"";\N;""
"shortcut";"id";int unsigned;"NO";"PRI";\N;"auto_increment"
"shortcut";"shortcut_set";varchar(32);"NO";"MUL";\N;""
"shortcut";"uuid";varchar(128);"NO";"UNI";\N;""
"shortcut";"langcode";varchar(12);"NO";"";\N;""
"shortcut_field_data";"id";int unsigned;"NO";"PRI";\N;""
"shortcut_field_data";"shortcut_set";varchar(32);"NO";"MUL";\N;""
"shortcut_field_data";"langcode";varchar(12);"NO";"PRI";\N;""
"shortcut_field_data";"title";varchar(255);"YES";"";\N;""
"shortcut_field_data";"weight";int;"YES";"";\N;""
"shortcut_field_data";"link__uri";varchar(2048);"YES";"MUL";\N;""
"shortcut_field_data";"link__title";varchar(255);"YES";"";\N;""
"shortcut_field_data";"link__options";longblob;"YES";"";\N;""
"shortcut_field_data";"default_langcode";tinyint;"NO";"";\N;""
"shortcut_set_users";"uid";int unsigned;"NO";"PRI";0;""
"shortcut_set_users";"set_name";varchar(32);"NO";"MUL";;""
"simple_sitemap";"id";int unsigned;"NO";"PRI";\N;""
"simple_sitemap";"type";varchar(50);"NO";"MUL";;""
"simple_sitemap";"delta";int unsigned;"NO";"";\N;""
"simple_sitemap";"sitemap_string";longtext;"NO";"";\N;""
"simple_sitemap";"sitemap_created";int unsigned;"NO";"";0;""
"simple_sitemap";"status";tinyint unsigned;"NO";"";0;""
"simple_sitemap";"link_count";int unsigned;"NO";"";0;""
"simple_sitemap_entity_overrides";"id";int unsigned;"NO";"PRI";\N;"auto_increment"
"simple_sitemap_entity_overrides";"type";varchar(50);"NO";"MUL";\N;""
"simple_sitemap_entity_overrides";"entity_type";varchar(32);"NO";"";\N;""
"simple_sitemap_entity_overrides";"entity_id";varchar(32);"NO";"";\N;""
"simple_sitemap_entity_overrides";"inclusion_settings";blob;"YES";"";\N;""
"taxonomy_index";"nid";int unsigned;"NO";"PRI";0;""
"taxonomy_index";"tid";int unsigned;"NO";"PRI";0;""
"taxonomy_index";"status";int;"NO";"";1;""
"taxonomy_index";"sticky";tinyint;"YES";"";0;""
"taxonomy_index";"created";int;"NO";"";0;""
"taxonomy_term__feeds_item";"bundle";varchar(128);"NO";"MUL";;""
"taxonomy_term__feeds_item";"deleted";tinyint;"NO";"PRI";0;""
"taxonomy_term__feeds_item";"entity_id";int unsigned;"NO";"PRI";\N;""
"taxonomy_term__feeds_item";"revision_id";int unsigned;"NO";"MUL";\N;""
"taxonomy_term__feeds_item";"langcode";varchar(32);"NO";"PRI";;""
"taxonomy_term__feeds_item";"delta";int unsigned;"NO";"PRI";\N;""
"taxonomy_term__feeds_item";"feeds_item_target_id";int unsigned;"NO";"MUL";\N;""
"taxonomy_term__feeds_item";"feeds_item_imported";int unsigned;"YES";"MUL";\N;""
"taxonomy_term__feeds_item";"feeds_item_url";text;"YES";"";\N;""
"taxonomy_term__feeds_item";"feeds_item_guid";text;"YES";"";\N;""
